project_id,project_name,project_type,budget_rs,duration_days,team_size,scope_changes,client_type,technology_stack,developer_experience_avg,agile_practice,client_rating,past_delays,actual_risk_level
773,Revolutionize Viral Bandwidth Platform,ERP,866284,182,5,2,International,Spring Boot,4.7,Yes,4,3,High
774,Seize Impactful Portals Platform,Web,3593148,99,4,4,International,Laravel,2.8,No,2,0,Medium
775,Engineer Mission-Critical Mindshare Platform,Web,1114008,296,9,2,International,Flutter,1.8,Yes,1,2,Low
776,E-Enable Rich Web Services Platform,ERP,1644882,227,10,3,International,React,1.3,Yes,4,1,Medium
777,Mesh Innovative Web Services Platform,Desktop,1853640,147,3,4,Local,Angular,2.2,No,2,0,High
778,Re-Intermediate Interactive Experiences Platform,Web,2792206,138,10,2,Local,Angular,3.9,Yes,4,0,High
779,Revolutionize Plug-And-Play Schemas Platform,ML,1362292,259,7,3,Local,Django,1.0,No,2,1,Medium
780,Drive Best-Of-Breed Niches Platform,Mobile,2177601,106,3,3,Local,React,2.3,Yes,1,1,Low
781,Transform Granular E-Services Platform,ERP,1908303,145,3,3,Local,Flutter,2.3,Yes,5,1,High
782,Seize User-Centric E-Tailers Platform,API,4089320,121,6,1,Local,Vue,2.3,Yes,4,2,Low
783,Exploit Ubiquitous Portals Platform,API,2284826,294,6,0,International,Spring Boot,3.5,Yes,1,1,Medium
784,Cultivate Value-Added Models Platform,Desktop,4690747,112,11,4,Local,Vue,4.8,No,4,1,Medium
785,Scale Real-Time Interfaces Platform,Mobile,3167300,306,4,2,Local,Django,4.6,No,4,1,High
786,Productize Killer Schemas Platform,ML,611498,179,3,4,Local,Vue,1.9,No,2,0,Low
787,Streamline Revolutionary Initiatives Platform,Mobile,3641731,315,7,1,Local,Laravel,1.8,Yes,2,3,High
788,Synergize Compelling Relationships Platform,Desktop,1626313,202,8,5,Local,Django,4.2,No,3,0,Low
789,Enable Rich Niches Platform,ERP,3278896,235,6,1,Local,Spring Boot,5.0,Yes,5,3,High
790,Envisioneer Seamless Info-Mediaries Platform,Desktop,2039691,286,3,0,International,React,4.8,Yes,2,1,Low
791,Strategize Cross-Media Communities Platform,Web,1956898,341,6,1,Local,Laravel,3.9,No,2,1,Low
792,Re-Contextualize Dynamic Supply-Chains Platform,API,1980048,187,7,2,International,Spring Boot,1.8,No,1,2,Medium
793,Target Killer Models Platform,API,1907323,301,10,3,International,Flutter,1.6,No,1,3,Medium
794,Synthesize Real-Time Users Platform,Web,3018524,335,5,4,Local,Vue,2.5,No,4,2,Medium
795,Revolutionize Turn-Key Bandwidth Platform,ML,4533614,96,8,1,International,Angular,1.6,Yes,1,0,High
796,Enable Strategic Initiatives Platform,ERP,3639502,311,9,3,International,Spring Boot,2.5,No,3,0,Medium
797,Architect Front-End Roi Platform,Web,1544193,257,12,1,Local,Flutter,2.7,No,3,3,High
798,Drive Clicks-And-Mortar Action-Items Platform,ERP,3588522,89,9,3,Local,Angular,2.9,No,1,1,Medium
799,Optimize Leading-Edge E-Markets Platform,ML,4320765,135,7,1,Local,React,1.5,Yes,4,3,High
800,E-Enable Interactive Functionalities Platform,ML,1174010,325,6,3,Local,Flutter,2.7,No,5,3,High
801,Generate Next-Generation Interfaces Platform,Desktop,3952826,105,4,5,International,Flutter,1.6,Yes,4,2,Low
802,Integrate Open-Source Web Services Platform,Mobile,4624873,60,4,0,International,Django,2.7,No,4,1,Low
803,Transition Revolutionary Initiatives Platform,Desktop,2063636,128,6,3,Local,Django,4.8,No,5,1,Low
804,Streamline Synergistic E-Services Platform,Mobile,994777,153,6,2,International,Laravel,3.5,Yes,2,0,Medium
805,Deliver Bleeding-Edge Action-Items Platform,Web,3668616,123,7,0,International,React,3.3,No,4,0,Low
806,Grow Cross-Media Convergence Platform,Web,2732047,63,12,0,Local,Angular,3.1,Yes,4,2,Medium
807,Engineer 24/7 Models Platform,API,3327212,279,8,2,International,Vue,4.3,No,4,3,High
808,Re-Contextualize 24/365 Technologies Platform,Web,3486589,229,4,0,International,Flutter,3.8,Yes,1,0,High
809,Architect Killer Web Services Platform,Desktop,2584884,248,10,4,International,Django,2.7,Yes,1,2,Low
810,Repurpose Web-Enabled Schemas Platform,ERP,3521623,83,8,5,International,Angular,3.4,No,5,0,Medium
811,Incubate Turn-Key Architectures Platform,API,4494000,111,9,2,Local,Spring Boot,1.6,Yes,2,3,Low
812,Evolve Strategic Relationships Platform,Desktop,4415827,146,10,0,International,Spring Boot,3.2,Yes,2,1,High
813,Maximize Wireless Portals Platform,ERP,1250208,114,9,5,Local,Angular,4.7,No,4,2,Low
814,Leverage Killer Networks Platform,ERP,2661144,303,4,5,Local,Django,3.5,No,1,2,Low
815,Enable Turn-Key Models Platform,ML,1042466,235,9,5,International,Spring Boot,3.6,No,2,1,Medium
816,Architect Clicks-And-Mortar Platforms Platform,Web,2940887,104,4,0,International,Spring Boot,3.4,Yes,1,2,Low
817,Strategize Bricks-And-Clicks Models Platform,Desktop,3689307,355,3,2,Local,Django,3.1,No,4,2,Medium
818,Synthesize Efficient Users Platform,ERP,1559542,326,12,4,Local,React,2.6,No,3,1,Medium
819,Generate E-Business Models Platform,Mobile,4692900,293,5,4,International,Angular,4.0,Yes,5,2,Medium
820,Synthesize Seamless Functionalities Platform,ML,1535691,200,12,3,Local,Laravel,2.2,No,1,2,Low
821,Unleash Revolutionary Architectures Platform,ERP,2266750,175,3,1,International,Spring Boot,2.6,Yes,1,3,Medium
822,Orchestrate Proactive Metrics Platform,API,4471348,238,9,3,Local,Django,3.9,No,2,3,Low
823,Iterate Mission-Critical Supply-Chains Platform,Mobile,3213031,357,3,5,International,Laravel,3.6,Yes,4,3,Medium
824,Scale World-Class Experiences Platform,Mobile,2259647,171,6,5,Local,Vue,3.9,Yes,2,3,Medium
825,Engage Mission-Critical Mindshare Platform,ERP,1911156,88,4,2,International,Angular,4.8,Yes,5,2,High
826,Maximize Integrated Info-Mediaries Platform,API,1746281,266,6,0,Local,Angular,2.6,No,5,1,High
827,Incubate End-To-End Web-Readiness Platform,ERP,3648845,105,10,5,International,Vue,3.5,No,3,0,Low
828,Iterate Revolutionary Synergies Platform,Web,1193209,122,10,5,Local,React,3.3,No,3,0,High
829,Maximize Efficient Channels Platform,Mobile,3720888,307,9,2,Local,React,2.3,Yes,4,0,Medium
830,Productize Vertical Relationships Platform,ML,4999790,331,10,0,Local,Flutter,4.0,Yes,2,1,Low
831,Monetize Collaborative Vortals Platform,ML,4251661,220,4,0,Local,Django,1.8,Yes,1,2,Low
832,Revolutionize Compelling E-Business Platform,Web,1546203,319,7,2,Local,Laravel,4.9,Yes,2,2,Low
833,Facilitate Virtual Bandwidth Platform,ML,2961190,333,10,1,International,Spring Boot,2.3,No,5,1,High
834,Incentivize Best-Of-Breed Initiatives Platform,Web,875269,181,3,1,Local,Vue,4.4,Yes,2,1,High
835,Visualize Distributed E-Services Platform,Desktop,2826963,125,12,3,Local,Django,2.0,No,2,3,Medium
836,Scale Magnetic Content Platform,Web,2632211,277,5,4,Local,React,3.5,No,2,2,High
837,Enable Granular Convergence Platform,ERP,4790164,143,9,1,International,Flutter,2.7,Yes,5,1,Low
838,Reinvent Sticky Initiatives Platform,Desktop,1545398,332,4,5,International,React,2.3,Yes,3,2,Medium
839,Strategize Clicks-And-Mortar Mindshare Platform,Mobile,2393858,200,3,0,International,Angular,2.5,Yes,1,1,High
840,Morph Leading-Edge Synergies Platform,ERP,3071524,310,4,4,International,Spring Boot,3.3,No,5,2,High
841,Enable 24/7 Partnerships Platform,Web,902345,147,8,3,Local,Vue,4.2,No,4,1,Medium
842,Exploit Wireless Architectures Platform,Web,4808098,139,5,1,International,Django,3.9,Yes,3,1,High
843,Productize Innovative Interfaces Platform,ML,4008482,294,5,3,International,Flutter,2.9,No,3,3,High
844,Orchestrate Clicks-And-Mortar Mindshare Platform,ERP,2419012,216,4,2,International,Flutter,2.3,Yes,1,0,High
845,Extend Holistic Platforms Platform,Mobile,1285455,144,12,0,Local,Spring Boot,2.1,No,1,3,High
846,Visualize User-Centric Content Platform,ML,1644444,305,10,4,Local,Laravel,1.1,Yes,1,3,High
847,Optimize World-Class Markets Platform,ML,3394578,185,11,5,Local,Django,2.8,Yes,5,1,Low
848,Re-Contextualize Back-End Roi Platform,Web,3579046,128,11,2,Local,Laravel,3.0,Yes,3,0,Medium
849,Monetize Vertical E-Services Platform,ERP,2595182,336,4,2,International,Laravel,2.2,Yes,1,3,Low
850,Maximize Proactive Channels Platform,Desktop,4824570,78,10,4,International,React,2.4,No,3,2,Medium
851,Facilitate Frictionless Relationships Platform,Web,543238,239,5,3,International,React,1.4,No,2,0,High
852,Engage Turn-Key Communities Platform,ML,1789418,270,4,3,Local,Angular,4.1,No,2,3,Medium
853,Strategize Real-Time Relationships Platform,Desktop,3010584,246,9,1,International,React,5.0,No,2,1,Medium
854,Optimize Integrated Experiences Platform,ERP,4140321,62,8,5,Local,React,1.8,Yes,2,3,Medium
855,Transform 24/365 Content Platform,ERP,3278420,76,5,5,Local,Laravel,4.8,No,1,3,Medium
856,Redefine Intuitive Interfaces Platform,ML,4657122,125,8,3,International,Angular,1.4,Yes,1,1,Low
857,Seize Innovative Architectures Platform,Desktop,4694311,66,6,0,International,Laravel,4.9,Yes,4,3,Medium
858,Harness Dot-Com Paradigms Platform,Desktop,4576269,102,9,1,Local,Spring Boot,3.0,Yes,3,0,Medium
859,Innovate Global Bandwidth Platform,ERP,2574958,279,6,3,Local,Spring Boot,3.9,Yes,2,1,Low
860,Scale Best-Of-Breed Architectures Platform,Web,1609777,265,3,2,Local,Angular,2.7,Yes,1,0,Medium
861,Evolve Granular Interfaces Platform,API,4903777,216,6,1,International,Laravel,2.9,No,1,2,Low
862,Iterate Holistic Systems Platform,Desktop,3549897,203,8,5,International,Angular,2.3,Yes,2,0,Low
863,Enable Viral Roi Platform,Web,3198108,168,7,3,International,Django,1.4,Yes,3,3,Medium
864,Syndicate User-Centric Web Services Platform,Desktop,3053129,117,4,5,Local,Spring Boot,3.2,Yes,3,2,High
865,Grow 24/365 Partnerships Platform,Desktop,4936416,250,6,5,International,Angular,3.3,Yes,1,1,High
866,Innovate Plug-And-Play Vortals Platform,ERP,1509605,81,12,5,Local,Angular,3.8,Yes,1,2,Medium
867,Reinvent Compelling E-Markets Platform,ERP,4477865,163,11,5,Local,React,1.5,No,5,2,High
868,Reinvent Cutting-Edge E-Tailers Platform,Desktop,3570331,289,4,3,Local,Laravel,2.7,Yes,2,2,High
869,Deploy Sticky Systems Platform,Mobile,2929813,83,12,0,Local,Spring Boot,4.3,No,5,0,Low
870,Brand 24/7 Technologies Platform,API,4772136,256,11,3,International,Django,2.1,Yes,1,1,High
871,Embrace Back-End Eyeballs Platform,Mobile,574334,322,10,4,International,Vue,4.4,No,3,0,Low
872,Re-Contextualize Magnetic Interfaces Platform,Mobile,882625,333,6,2,Local,Spring Boot,1.6,No,2,2,Low
873,Empower 24/365 E-Tailers Platform,ERP,2588831,167,11,0,Local,Spring Boot,2.4,No,3,0,High
874,Brand End-To-End Interfaces Platform,ML,2714912,128,9,4,International,Vue,4.9,Yes,3,1,High
875,Target Compelling E-Markets Platform,Desktop,1982562,191,3,4,Local,Spring Boot,4.0,No,3,1,Medium
876,Empower Seamless Markets Platform,Mobile,3220115,197,6,4,International,Angular,2.8,No,3,1,Medium
877,Matrix Global Systems Platform,Web,4660423,152,10,1,Local,Angular,3.3,Yes,3,0,Medium
878,Seize Interactive Infrastructures Platform,Mobile,1990943,261,12,1,Local,Angular,1.3,Yes,4,3,Low
879,Drive B2B Interfaces Platform,ERP,4918938,130,3,4,Local,Laravel,2.5,Yes,1,0,Low
880,Seize Rich Deliverables Platform,Mobile,1201250,197,5,5,Local,Flutter,4.9,Yes,5,2,High
881,Mesh E-Business Synergies Platform,Web,2197196,131,10,4,International,Flutter,1.7,No,4,1,Low
882,Syndicate 24/365 Partnerships Platform,Web,2743588,338,4,0,Local,React,3.2,Yes,5,3,Low
883,Enhance Granular Infrastructures Platform,Web,2381671,72,6,3,International,Angular,2.4,No,2,3,High
884,Architect Interactive Experiences Platform,ERP,1442952,311,5,0,Local,React,4.8,No,3,0,High
885,Orchestrate Virtual Content Platform,Desktop,1492799,244,4,0,Local,Angular,2.7,No,5,1,High
886,Aggregate 24/365 Technologies Platform,API,1760136,214,12,2,International,React,2.1,No,3,2,High
887,Seize Bricks-And-Clicks Mindshare Platform,Web,518276,136,5,2,Local,Laravel,2.8,No,1,0,High
888,Maximize Value-Added Metrics Platform,API,2836027,134,4,2,Local,Angular,4.1,No,3,3,Medium
889,Optimize Intuitive Relationships Platform,API,3972416,230,5,5,Local,Laravel,2.7,No,5,3,High
890,Optimize Frictionless Vortals Platform,ML,2430340,256,4,4,International,Django,3.3,Yes,1,1,Medium
891,Strategize Open-Source Initiatives Platform,Web,2205233,68,8,4,International,Angular,4.7,Yes,3,2,Low
892,Transition Collaborative Metrics Platform,Desktop,4362017,133,11,3,Local,Angular,4.3,Yes,2,0,High
893,Innovate Front-End Markets Platform,ERP,1700213,253,3,5,International,Vue,1.2,Yes,5,0,Medium
894,Synergize One-To-One Vortals Platform,ML,1826852,75,5,2,Local,React,2.0,Yes,5,3,Low
895,Strategize Viral Roi Platform,Mobile,4440672,131,11,5,International,Laravel,2.6,No,4,0,Medium
896,Generate Global Web Services Platform,Web,1807677,90,3,4,Local,Django,1.6,No,4,3,High
897,Deliver Cross-Platform Bandwidth Platform,ERP,2664716,352,11,2,Local,Laravel,4.7,No,1,3,Low
898,Leverage Collaborative Initiatives Platform,ERP,2277246,265,12,0,Local,Laravel,1.7,Yes,4,3,Medium
899,Implement Intuitive Users Platform,ERP,3898224,254,5,0,International,Spring Boot,2.7,No,1,0,Low
900,Extend Magnetic E-Services Platform,Desktop,3314140,74,6,2,Local,Django,1.4,Yes,5,0,Medium
901,Revolutionize Back-End Bandwidth Platform,Mobile,2192199,76,6,2,Local,Django,3.3,No,1,0,Medium
902,Generate Magnetic E-Markets Platform,Web,3088765,64,8,2,International,Django,1.8,No,3,1,High
903,Incubate Cross-Media Platforms Platform,ERP,1316881,229,9,5,Local,Django,4.2,Yes,1,3,Medium
904,Brand User-Centric Relationships Platform,ML,813803,208,5,1,International,React,4.5,Yes,2,1,High
905,Aggregate User-Centric Supply-Chains Platform,ERP,1681641,142,11,4,International,Laravel,4.1,No,3,2,High
906,Strategize Granular Functionalities Platform,API,835652,258,6,1,Local,Angular,3.3,No,1,0,Low
907,Transition Customized Architectures Platform,Desktop,1231215,315,4,3,International,Angular,4.7,Yes,1,2,High
908,Envisioneer Wireless Solutions Platform,Desktop,3464269,105,4,1,International,Vue,4.9,No,4,1,Low
909,Engage Proactive Content Platform,ML,4595813,80,8,2,International,Laravel,4.4,Yes,4,2,High
910,Brand Bricks-And-Clicks Niches Platform,ML,3131048,251,4,5,International,Django,2.8,Yes,5,0,High
911,Enable Compelling Methodologies Platform,Mobile,566630,139,4,2,International,Angular,3.3,Yes,2,3,Medium
912,Empower Plug-And-Play Vortals Platform,ERP,1284361,238,10,3,International,React,1.3,Yes,4,3,Low
913,Harness Killer E-Markets Platform,API,3257508,93,8,2,International,Angular,3.8,No,1,2,Medium
914,Exploit Wireless Eyeballs Platform,Web,1806451,300,5,5,Local,Vue,3.3,No,1,2,Medium
915,Scale Sticky E-Commerce Platform,API,2290303,87,6,0,International,Vue,2.0,Yes,1,1,Low
916,Benchmark B2C Info-Mediaries Platform,Desktop,3897960,101,7,5,International,Flutter,2.7,Yes,3,1,Low
917,Strategize Seamless Relationships Platform,Web,4094806,235,7,1,Local,Vue,4.8,No,4,1,High
918,Incentivize User-Centric Solutions Platform,API,3475375,352,9,0,Local,React,3.9,Yes,3,2,Low
919,Engineer Strategic Communities Platform,Mobile,4347511,135,10,2,Local,Flutter,4.9,No,3,0,Medium
920,Transform Seamless Systems Platform,Mobile,4269241,356,4,0,Local,Spring Boot,4.9,No,5,1,High
921,Matrix Integrated Convergence Platform,API,2313090,238,6,1,Local,Vue,4.3,Yes,3,2,High
922,Streamline Value-Added Metrics Platform,Web,4687011,293,9,3,International,Vue,4.3,No,5,2,Low
923,Grow Extensible Convergence Platform,Mobile,4348891,279,8,1,Local,Django,2.7,No,4,2,High
924,Reinvent Global Experiences Platform,ML,1332360,104,4,0,Local,Django,4.7,Yes,4,0,High
925,Syndicate Compelling E-Commerce Platform,API,4722502,357,3,5,International,Flutter,2.7,Yes,4,3,Low
926,Facilitate Dynamic Infrastructures Platform,Mobile,4439074,123,8,3,International,Flutter,3.6,No,1,2,Low
927,Deliver Scalable Platforms Platform,ML,2879046,197,7,2,International,Spring Boot,2.0,No,1,0,Low
928,Optimize Strategic Roi Platform,Mobile,3640742,325,12,2,International,Angular,4.8,No,2,3,Low
929,Strategize Distributed Technologies Platform,ML,3799388,86,12,3,Local,Spring Boot,2.6,Yes,4,2,High
930,Re-Contextualize Real-Time Roi Platform,Mobile,4169190,178,4,5,Local,Django,1.5,No,3,1,Medium
931,Deploy Robust E-Markets Platform,Mobile,1282274,107,3,3,Local,Spring Boot,4.1,Yes,1,0,High
932,Utilize Sticky Web Services Platform,API,712146,126,10,5,International,Angular,2.0,Yes,3,1,High
933,Benchmark Mission-Critical Action-Items Platform,Mobile,3671791,193,3,2,Local,Angular,3.5,Yes,1,3,High
934,Transition B2B Mindshare Platform,Web,1398224,132,7,2,Local,React,1.3,No,2,3,Low
935,Repurpose Synergistic Mindshare Platform,API,684188,271,4,3,Local,Angular,3.7,No,3,3,Low
936,Optimize Plug-And-Play Metrics Platform,Mobile,3006138,65,5,5,Local,React,4.9,No,4,0,Low
937,Brand World-Class Convergence Platform,ML,2634909,122,6,4,Local,Django,1.1,Yes,2,2,Low
938,Aggregate User-Centric Technologies Platform,Mobile,747443,227,5,1,Local,Spring Boot,3.8,Yes,3,2,Medium
939,Integrate Magnetic Partnerships Platform,Mobile,1271498,238,11,5,International,Laravel,4.0,No,4,3,Low
940,Repurpose Bricks-And-Clicks Solutions Platform,Desktop,1950889,161,7,3,Local,Django,4.2,No,2,1,High
941,Facilitate Web-Enabled Networks Platform,API,4136223,288,9,4,International,Flutter,2.3,Yes,5,3,Medium
942,Strategize Dynamic Applications Platform,Mobile,3460469,251,4,3,Local,React,4.8,No,5,3,Medium
943,Deploy Enterprise E-Commerce Platform,ML,4950141,240,9,0,Local,Angular,4.2,No,2,2,Low
944,Transform User-Centric Niches Platform,Web,2305095,250,8,1,International,React,1.0,Yes,3,1,Medium
945,Streamline Wireless Users Platform,ML,3197451,179,11,0,International,Vue,3.4,Yes,1,2,High
946,Disintermediate One-To-One Vortals Platform,ML,1127670,353,9,5,International,Vue,4.3,Yes,2,0,Medium
947,Evolve Bleeding-Edge Partnerships Platform,API,892518,200,9,0,Local,Laravel,1.7,No,5,3,Low
948,Benchmark Virtual Communities Platform,ML,678414,205,3,5,Local,Laravel,2.1,No,1,0,Medium
949,Engineer Visionary E-Business Platform,ERP,636501,95,10,0,International,Spring Boot,2.2,No,3,3,Low
950,Mesh Open-Source Schemas Platform,ML,3127099,312,12,0,International,Vue,3.8,No,4,0,Medium
951,Deliver B2B Supply-Chains Platform,ML,1361875,74,6,0,Local,Angular,1.4,No,4,1,Low
952,Exploit User-Centric Relationships Platform,Web,2103563,248,11,0,Local,Vue,4.5,Yes,1,0,Medium
953,Expedite User-Centric Solutions Platform,Web,2712303,228,12,3,International,Spring Boot,1.7,Yes,5,3,Low
954,Unleash Open-Source Interfaces Platform,Mobile,3178756,135,12,3,International,Spring Boot,1.5,Yes,5,3,High
955,Mesh Front-End Web-Readiness Platform,API,2853353,224,10,1,Local,Vue,4.1,Yes,3,1,High
956,Unleash Compelling Channels Platform,ERP,2227140,99,4,3,Local,Angular,1.1,Yes,4,3,Low
957,Drive Ubiquitous Experiences Platform,API,1376900,234,6,4,International,Flutter,4.8,No,2,0,Low
958,Re-Contextualize Strategic Web Services Platform,Mobile,3550465,257,10,4,Local,Flutter,2.6,Yes,3,3,Low
959,Scale Integrated Functionalities Platform,ERP,3076533,355,4,1,International,React,4.0,Yes,1,3,Low
960,Transform Value-Added Experiences Platform,Desktop,739798,303,11,3,International,Vue,1.5,Yes,3,3,Low
961,Expedite Front-End Architectures Platform,Mobile,3829673,317,9,4,International,React,2.8,No,1,0,High
962,Seize Transparent Interfaces Platform,API,4044928,159,7,1,International,Angular,3.4,No,5,3,Low
963,Utilize Web-Enabled Action-Items Platform,ERP,918352,187,4,1,Local,React,4.6,No,2,0,High
964,Maximize Best-Of-Breed Eyeballs Platform,Web,2810721,175,12,5,International,Laravel,2.6,Yes,3,3,Low
965,Redefine Extensible Solutions Platform,Mobile,2207714,237,7,5,International,Spring Boot,1.0,Yes,5,3,High
966,Implement Web-Enabled E-Business Platform,Desktop,2501685,147,8,5,Local,Angular,1.7,No,2,0,High
967,Morph Strategic Info-Mediaries Platform,API,4089674,231,3,1,International,React,1.7,Yes,5,2,Medium
968,Scale 24/7 Eyeballs Platform,ML,508442,310,6,3,Local,React,4.3,No,2,1,Low
969,Utilize Frictionless Web-Readiness Platform,Web,1338797,215,8,3,International,Spring Boot,2.4,No,4,2,Medium
970,Mesh Cross-Media E-Business Platform,API,613758,240,7,5,International,Django,4.1,No,1,2,High
971,Brand Best-Of-Breed E-Commerce Platform,ML,673873,135,9,1,Local,Vue,3.0,Yes,5,3,Medium
972,Reinvent 24/7 Initiatives Platform,Mobile,1248884,159,9,5,Local,Vue,4.5,No,5,1,Medium
973,Cultivate Granular Architectures Platform,ERP,3426324,229,9,4,International,Vue,2.2,Yes,5,2,High
974,Architect Extensible Web-Readiness Platform,Web,4136122,292,12,2,International,React,4.9,No,2,3,High
975,Maximize Cross-Platform Convergence Platform,Mobile,4888803,208,12,4,Local,Vue,2.9,Yes,3,0,Medium
976,Engineer Best-Of-Breed Initiatives Platform,Web,2323056,204,12,0,Local,Laravel,2.2,No,3,0,Low
977,Mesh Clicks-And-Mortar Vortals Platform,Desktop,1655268,239,7,4,Local,React,3.9,Yes,2,3,High
978,Morph Impactful Deliverables Platform,Web,2939424,172,3,3,International,Angular,4.2,No,4,3,Low
979,Generate B2C Partnerships Platform,Desktop,3033549,219,5,4,International,Spring Boot,4.5,Yes,2,2,Low
980,Extend Transparent Users Platform,API,2173721,214,7,0,International,Django,4.7,No,5,1,Medium
981,Incentivize E-Business Content Platform,API,1305661,130,11,3,International,Django,4.7,No,4,2,Medium
982,Engineer Ubiquitous Infrastructures Platform,API,4027457,270,10,0,Local,Flutter,2.7,Yes,5,2,Low
983,Streamline Cutting-Edge Interfaces Platform,ML,4796702,251,5,4,International,React,4.0,No,2,3,High
984,Engineer End-To-End Architectures Platform,Web,4382313,325,10,0,Local,React,2.1,Yes,3,0,Medium
985,Visualize B2B Relationships Platform,ML,4538845,229,3,0,Local,Spring Boot,1.8,Yes,5,3,Low
986,Enhance Cutting-Edge Methodologies Platform,Mobile,1798350,214,7,5,Local,Flutter,2.9,Yes,1,0,Low
987,Leverage Dynamic Partnerships Platform,Mobile,1515310,326,4,1,Local,React,2.9,No,4,0,Low
988,Target Dot-Com Technologies Platform,Desktop,3893672,307,5,1,International,Flutter,3.5,No,5,0,Medium
989,Productize Innovative Channels Platform,Mobile,681679,154,5,5,Local,Angular,3.0,Yes,4,3,Medium
990,Mesh 24/365 Roi Platform,Desktop,1339025,312,8,5,International,Laravel,2.5,Yes,4,3,Medium
991,Disintermediate Ubiquitous Convergence Platform,Mobile,734634,205,10,0,International,React,3.3,Yes,5,3,Low
992,Re-Contextualize Dynamic Web Services Platform,Desktop,1668562,299,10,2,Local,Angular,2.4,Yes,3,3,High
993,Benchmark Innovative Metrics Platform,Web,1963785,137,8,5,International,Laravel,3.9,Yes,3,2,Medium
994,Scale Vertical Eyeballs Platform,Web,4557944,252,10,4,Local,Django,3.8,No,2,2,High
995,Incubate E-Business Metrics Platform,ML,3420034,359,12,3,Local,React,1.1,Yes,2,0,High
996,Maximize Efficient Solutions Platform,Web,4689555,303,8,1,Local,React,4.6,Yes,4,3,Low
997,Facilitate Enterprise E-Tailers Platform,Web,2601210,118,3,5,Local,Laravel,4.1,Yes,2,2,Low
998,Morph Scalable Niches Platform,ERP,4270760,253,5,5,Local,Angular,2.0,No,3,1,Low
999,Maximize Value-Added Partnerships Platform,ERP,1859705,282,11,1,Local,Django,1.1,Yes,2,0,Low
1000,Deploy Viral Niches Platform,Web,3516216,268,12,4,Local,Vue,1.7,No,2,1,High
